Tag,allmale,allfemale,mixed,allUnknown,UnknownMale,UnknownFemale,maleUnknown,femaleUnknown,singleMale,singleFemale,singleUnknown
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,1,0,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,NA,NA,NA,0,0,0,0,0,NA,NA,0
OpenScience,0,0,1,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,1,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,0,0,0,0,0,0,0,0,0,0,0
OpenScience,NA,NA,NA,0,0,0,1,0,0,0,0
OpenScience,0,0,1,0,0,0,0,0,0,1,0
