AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Brian P. Lucas; Jennifer Clark; Brian Remillard; James C. Leiter; Clay Block; Harold Manning; Antonietta D'Addio,random error; standard error; observational error; medicine; confidence interval; reproducibility; ultrasonography; radiology; vein; pathology; intravascular volume status,2017,Journal,Journal of Clinical Ultrasound,10.1002/jcu.22491,Reproducibility of point-of-care ultrasonography for central vein diameter measurement: Separating image acquisition from interpretation
Alain D. Carballeyra; Gary Gardner; Dale A. Nichols,medicine; bracket; standard deviation; superimposition; dentistry; computed tomography; reproducibility,2013,Journal,American Journal of Orthodontics and Dentofacial Orthopedics,10.1016/j.ajodo.2013.04.023,Reproducibility of bracket positioning in the indirect bonding technique
V. Tsatsaris; J. Fresson; A. Bititi; K. Miyamoto; Gilles Grangé; M. Althuser; Olivier Morel,radiology; intraclass correlation; medicine; reproducibility; calipers,2011,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.8817,Semi‐automated adjusted measurement of nuchal translucency: feasibility and reproducibility
백종호; Dae Hong Jeong,analytical chemistry; sociology; reproducibility; reaction rate; social psychology,2010,Journal,Sociology of Sport Journal,10.15737/ssj.4.2.201008.74,Improvement of Quantitative Detection Method of Reaction Rate Between HCl(aq) and Mg(s) - for Simplicity of Manipulation and Reproducibility -
Petry Ku; Luyten A; Hampl M; Hagemann I; Boehmer G; Woelber L; Gieseking F; Scherbring S; van den Bergh M; Kuehler-Obbarius C; Glasenapp F; Buttmann-Schweiger N,medicine; gynecology; reproducibility; german; physical therapy; pathology; colposcopy,2015,Journal,Journal of Lower Genital Tract Disease,10.1097/LGT.0000000000000069,Utility and Reproducibility of the International Federation for Cervical Pathology and Colposcopy Classification of Transformation Zones in Daily Practice: A Multicenter Study of the German Colposcopy Network.
J.E. Kim; Su-Youn Kim; Kyung-Woo Park; S.W. Ahn; Seung-Min Kim; Jung-Joon Sung; Yoon Ho Hong; Kyung-Goo Lee,motor unit; indexation; reproducibility; anesthesia; psychology,2010,Journal,Clinical Neurophysiology,10.1016/S1388-2457(10)60580-9,P7-4 Reproducibility of the motor unit number index (MUNIX) in normal and ALS subjects
Raphael Gottardo; Yunda Huang,clinical trial; bioinformatics; test data generation; source code; computer science; data set; data mining; iterative and incremental development; reproducibility,2013,Journal,Briefings in Bioinformatics,10.1093/bib/bbs078,Comparability and reproducibility of biomedical data
Dominiek Reynaerts; Jun Qian; Niels Bosmans,thermal stability; materials science; composite material; analytical chemistry; measurement uncertainty; nanometre; electronic engineering; reproducibility; metrology; machine tool; system of measurement; uncertainty budget,2014,Journal,Key Engineering Materials,10.4028/www.scientific.net/KEM.613.37,Reproducibility of a Nanometre Accurate Moving-Scale Measurement System
Anne Granger; Nikla Emambokus,vetting; nanotechnology; publication; medicine; embarrassment; internal medicine; endocrinology; reproducibility; andrology,2015,Journal,Cell Metabolism,10.1016/j.cmet.2015.08.014,The Elephant in the Room
Da Silva Rafael; Rousseau Marc-Etienne; Mahani Najmeh; Evans Alan; Lepage Claude; Rioux Pierre; Lewis Lindsay; Deelman Ewa; Glatard Tristan,provenance; data mining; computer science; reproducibility,2014,Journal,Frontiers in Neuroinformatics,10.3389/conf.fninf.2014.18.00076,Extending provenance information in CBRAIN to address reproducibility issues across computing platforms
