AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Marek J. Kudla; Juan Luis Alcázar,radiology; cardiac cycle; sampling; reproducibility; digital image correlation; medicine; pathology,2012,Journal,Journal of Ultrasound in Medicine,10.7863/jum.2012.31.1.73,Spatiotemporal image correlation with spherical sampling and high-definition flow: new 4-dimensional method for assessment of tissue vascularization changes during the cardiac cycle: reproducibility analysis.
Kristin Yvonne Rozier; Eric Rozier,computer science and engineering; dissemination; extensibility; management science; publishing; computer science; data mining; correctness; big data; reproducibility,2014,Conference,NA,10.1109/ETHICS.2014.6893384,"Reproducibility, correctness, and buildability: the three principles for ethical public dissemination of computer science and engineering research"
Larissa Shamseer; Jason Roberts,neuro ophthalmology; transparency; pathology; reproducibility; medicine; physical therapy; alternative medicine,2015,Journal,Journal of Neuro-ophthalmology,10.1097/WNO.0000000000000219,"Transparency, reproducibility, and validation: raising the quality of reporting at the Journal of Neuro-Ophthalmology."
Marlene Ågerstrand,risk analysis; reproducibility; text mining; biology; environmental chemistry; ecotoxicity,2016,Journal,Environmental Toxicology and Chemistry,10.1002/etc.3358,In Response: Reporting recommendations to ensure reliability and reproducibility of ecotoxicity studies--A tripartite initiative.
Marije T. Elferink-Gemser; Frits G. J. Oosterveld; Irene R. Faber; M.W. Nijhuis-Van der Sanden,applied psychology; developmental psychology; reproducibility; psychology; motor skill; aptitude,2014,Journal,NA,10.14195/2182-7087_5_10,Revision of two test items of the dutch motor skills assessment measuring ball control in young table tennis players: a reproducibility and validity study
Anastasios Kollias; A. Xilomenos; E. Dimakakos; Athanassios D. Protogerou; G.S. Stergiou,diabetes mellitus; radiology; medicine; ankle; reproducibility,2011,Journal,Journal of Hypertension,10.1097/00004872-201106001-00878,SHORT TERM REPRODUCIBILITY OF AUTOMATED OSCILLOMETRIC ANKLE BRACHIAL INDEX (ABI) MEASUREMENT: PP.17.54
Xavier Jouven; Sundar Kumar; Neus Salvatella; Muriel Tafflet; Varvara Russu; Didier Carrié; Thierry Lefèvre; Philippe Garot; Olivier Darremont; Marie-Claude Morice,angiography; reproducibility; syntax; radiology; medicine,2012,Journal,Catheterization and Cardiovascular Interventions,10.1002/ccd.23443,Reproducibility and factors influencing the assessment of the SYNTAX score in the left main Xience study.
Ana M. Gutierrez-Colina; Robert R. Clancy; Eric D. Marsh; Dennis J. Dlugos; Rong Guo; Nicholas S. Abend; Huaqing Zhao,anesthesia; psychology; electroencephalography; radiology; reproducibility,2011,Journal,Journal of Clinical Neurophysiology,10.1097/WNP.0b013e31821cac0a,Interobserver Reproducibility of EEG Interpretation in Critically Ill Children
Arne Dijckmans; Gerrit Vermeir,repeatability; acoustics; soundproofing; reproducibility; mathematics,2013,Journal,Acta Acustica United With Acustica,10.3813/AAA.918623,Numerical investigation of the repeatability and reproducibility of laboratory sound insulation measurements
Antoine Collet-Billon; Benjamin Vikjær Sandholt; Robert R. Entrekin; Henrik Sillesen,ultrasound; reproducibility; radiology; medicine,2017,Journal,Ultrasound in Medicine and Biology,10.1016/j.ultrasmedbio.2017.10.018,Inter-Scan Reproducibility of Carotid Plaque Volume Measurements by 3-D Ultrasound
Tony Realini; Matthew J. Gurka; Robert N. Weinreb,radiology; reproducibility; medicine; surgery,2017,Journal,Journal of Glaucoma,10.1097/IJG.0000000000000738,Reproducibility of Central Corneal Thickness Measurements in Healthy and Glaucomatous Eyes
Sahar F. Albarakati; Katherine Kula; Ahmed Ghoneima,medicine; reproducibility; correlation coefficient; pathology; statistical significance,2012,Journal,Dentomaxillofacial Radiology,10.1259/dmfr/37010910,The reliability and reproducibility of cephalometric measurements: a comparison of conventional and digital methods
Berit Arheimer; Christopher Hutton; Dawei Han; Jim E Freer; Christopher J. Duffy; Thorsten Wagener,software; hydrology; workflow; reproducibility; scientific method; geology; transparency; rigour,2016,Journal,Water Resources Research,10.1002/2016WR019285,"Most computational hydrology is not reproducible, so is it really science?"
Massimo Canevacci,reproducibility; rhetoric; pixel; ethnography; architecture; movie theater; social science; social psychology; aura; multimedia; sociology; vision,2010,Journal,Psicologia & Sociedade,10.1590/S0102-71822010000100020,Aria de pixel: riprodutibilità aurática digitale
Katia Iglesias; Roland Chapurlat; Bernard Burnand; F. Duboeuf; Bérengère Aubry-Rozier; Marc-Antoine Krieg; D. Hans; Olivier Lamy,kappa; medicine; reproducibility; clinical practice; radiology; cohen s kappa; dual energy x ray absorptiometry; cohort,2015,Journal,Journal of Clinical Densitometry,10.1016/j.jocd.2014.09.001,Reproducibility of Vertebral Fracture Assessment Readings From Dual-energy X-ray Absorptiometry in Both a Population-based and Clinical Cohort: Cohen's and Uniform Kappa
M. Joubert; Estelle Defourneaux; Alain Manrique; Damien Legallois; Bernhard Gerber; Pia Tager; Bastien Le Guellec; Rémy Morello,anesthetic; cardiac magnetic resonance imaging; cardiomyopathy; magnetic resonance imaging; isoflurane; medicine; anesthesia; reproducibility; radiology,2017,Journal,Scientific Reports,10.1038/s41598-017-07083-1,Test-retest reproducibility of cardiac magnetic resonance imaging in healthy mice at 7-Tesla: effect of anesthetic procedures
Richard A. Lovett,radiology; reproducibility; medicine,2010,Journal,Nature,10.1038/news.2010.129,Reproducibility of brainscan studies questioned
Hero Breuning; Oswaldo de Vasconcellos Vilella; Leonardo Tavares Camardella,reproducibility; scanner; dentistry; medicine,2017,Journal,Journal of Orofacial Orthopedics-fortschritte Der Kieferorthopadie,10.1007/s00056-016-0070-0,Accuracy and reproducibility of measurements on plaster models and digital models created using an intraoral scanner
A. Bititi; Olivier Morel; J. Fresson; V. Tsatsaris; K. Miyamoto; Gilles Grangé; M. Althuser,radiology; reproducibility; medicine,2010,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.8083,"OP17.05: Semi-automated adjusted measurement of nuchal translucency: feasibility, reproducibility, and benefits"
Tudor M. Baetu,mathematics; theoretical physics; reproducibility; phenomenon; epistemology; background noise; mechanism,2013,Journal,International Studies in The Philosophy of Science,10.1080/02698595.2013.825492,"Chance, Experimental Reproducibility, and Mechanistic Regularity"
Roxana Sirli; M. Danila; Ioan Sporea; C. Pienar; Alina Popescu; T.V. Moga; A.M. Stepan,reproducibility; radiology; medicine; ultrasound; elastography,2016,Journal,Journal of Hepatology,10.1016/S0168-8278(16)01440-9,Interobserver Reproducibility of a 2D- Shear Wave Elastography (2D-SWE) Technique and the Impact of Ultrasound Experience in Achivieng Reliable Data
B. Graupera; Cristina de Lorenzo; Silvia Ajossa; Juan Luis Alcázar; P. Fabbri; L. Juez; M. Pascual; L. Hereter; Alba Piras; S. Guerriero,reproducibility; endometrium; ranging; pathology; radiology; medicine,2017,Journal,Journal of Ultrasound in Medicine,10.7863/ultra.16.06002,Reproducibility of the International Endometrial Analysis Group Color Score for Assigning the Amount of Flow Within the Endometrium Using Stored 3-Dimensional Volumes
Joyce E.P. Vrijenhoek; Evelyn Velema; Hester M. den Ruijter; Gert Jan de Borst; Kristy Vons; Jean-Paul P.M. de Vries; Gerard Pasterkamp; Marinus J.C. Eijkemans; Bastiaan G. L. Nelissen; Frans L. Moll,carotid endarterectomy; reproducibility; intraclass correlation; medicine; virtual slide; pathology,2014,Journal,PLOS ONE,10.1371/journal.pone.0115907,High reproducibility of histological characterization by whole virtual slide quantification; an example using carotid plaque specimens.
Julia Ley-Zaporozhan; Sebastian Ley; M. Puderbach; Francesco Molinari; Hans-Ulrich Kauczor; Jens Peter Schenk; Annette Kopp-Schneider; Frank Risse,repeatability; perfusion; lung; radiology; reproducibility; magnetic resonance imaging; medicine,2011,Journal,Journal of Thoracic Imaging,10.1097/RTI.0b013e3181e48c36,Repeatability and reproducibility of quantitative whole-lung perfusion magnetic resonance imaging
Bruno Audone; Ilario Marziali,reproducibility; electric field; electrical engineering; reliability engineering; electronic engineering; repeatability; engineering; device under test,2011,Conference,NA,NA,Repeatability and reproducibility of radiated immunity tests
Michael R. Gryk; Bertram Ludäscher,workflow; theoretical computer science; documentation; reproducibility; computation; big data; information science; public relations; implementation; data mining; computer science; software,2017,Journal,Library Trends,10.1353/lib.2017.0018,Workflows and Provenance: Toward Information Science Solutions for the Natural Sciences
Andrew Porteous; J.R. Murray; L. Al-Mouazzen,medicine; reproducibility; physical therapy,2017,Journal,Knee,10.1016/j.knee.2017.08.012,0055 - RELIABILITY AND REPRODUCIBILITY OF THE 6 NATIONS REVISION TKR CLASSIFICATION
A. Rapin; S. Bertaud; J.-M. Coulon; G. Belassian; A. Potet; D. Jolly; L. Tambosco; A. Calmus; E. Regrain; C. Gombert; L. Percebois-Macadré; F. Boyer,myotonia; physical therapy; psychiatry; physical medicine and rehabilitation; medicine; reproducibility,2011,Journal,Annals of Physical and Rehabilitation Medicine,10.1016/j.rehab.2011.07.329,HADS scale in adults suffering from Steinert myotonia: Reproducibility and internal consistency
Raphaël Giraud; Karim Bendjelid; Paolo Merlani; Nils Siegenthaler,medicine; clinical practice; reproducibility; cardiac output; intensive care medicine,2017,Journal,Journal of Clinical Monitoring and Computing,10.1007/s10877-016-9823-y,Reproducibility of transpulmonary thermodilution cardiac output measurements in clinical practice: a systematic review.
Hiroto Terasaki; Noboru Arimura; Makoto Shirasawa; Toshifumi Yamashita; Taiji Sakamoto; Takehiro Yamashita,repeatability; reproducibility; diabetes mellitus; radiology; biology; choroid,2012,Journal,Investigative Ophthalmology & Visual Science,10.1167/iovs.11-8836,Repeatability and Reproducibility of Subfoveal Choroidal Thickness in Normal Eyes of Japanese Using Different SD-OCT Devices
Yoav Benjamini; Ilan Golani; Shay Yaacoby; Iman Jaljuli; Neri Kafkafi; Hanno Würbel; Tal Sarig; Hugh Morgan,biology; high throughput screening; bioinformatics; reproducibility,2017,Journal,Nature Methods,10.1038/nmeth.4259,Addressing reproducibility in single-laboratory phenotyping experiments
Juan A. Añel,hydrology; geology; reproducibility; operations research,2017,Journal,Water Resources Research,10.1002/2016WR020190,"Comment on “Most computational hydrology is not reproducible, so is it really science?” by Christopher Hutton et al.: NECESSARY CONDITIONS FOR REPRODUCIBILITY"
Mona K. Beyer; Gerard E. Dwyer; Renate Grüner; Lars Ersland; Ralph Noeske; Alexander R. Craven; Maiken K. Brix; Kenneth Hugdahl,medicine; coefficient of variation; radiology; reproducibility; nuclear medicine; ranging; analytical chemistry,2017,Journal,Journal of Magnetic Resonance Imaging,10.1002/jmri.25588,Within- and between-session reproducibility of GABA measurements with MR spectroscopy
Levent Yilmaz,artificial intelligence; reproducibility; credibility; computer science; source code; scientific enterprise; workflow; documentation,2012,Journal,Journal of Experimental and Theoretical Artificial Intelligence,10.1080/0952813X.2012.693842,"Reproducibility in M&S research: issues, strategies and implications for model development environments"
W. Lee Kraus,biology; scientific misconduct; reproducibility; knowledge management; quality management; nature of science; biochemistry; body of knowledge; curiosity,2014,Journal,Molecular Endocrinology,10.1210/me.2014-1036,"Editorial: Do you see what I see? Quality, reliability, and reproducibility in biomedical research."
Oliver Schaefer; Bernd W. Sigusch; Arndt Guentsch; Harald Kuepper; David C. Watts,lithium; materials science; ceramic; reproducibility; composite material,2012,Journal,Dental Materials,10.1016/j.dental.2011.12.008,Marginal and internal fit of pressed lithium disilicate partial crowns in vitro: A three-dimensional analysis of accuracy and reproducibility
Vikas Chopra; Anna Dastiridou; Brian A. Francis; Kenneth Marion; Handan Akil,mean difference; intraclass correlation; reproducibility; medicine; optical coherence tomography; radiology; surgery; repeatability; cirrus,2017,Journal,Canadian Journal of Ophthalmology-journal Canadien D Ophtalmologie,10.1016/j.jcjo.2016.08.019,"Repeatability, reproducibility, agreement characteristics of 2 SD-OCT devices for anterior chamber angle measurements"
Bernd Pulverer,biology; source data; computational biology; reproducibility; molecular biology,2014,Journal,The EMBO Journal,10.15252/embj.201490278,"Transparent, Reproducible Data"
Emer Sonnex; Richard Coulden,observer; guideline; audit; ejection fraction; reproducibility; tracing; radiology; medicine; internal audit,2014,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-16-S1-P372,Inter-observer variation in LV analysis in a dedicated CMR unit: the impact of audit and consensus guideline on reproducibility
Stephen K. Van Den Eeden; Catherine S. Bradley; Arona Ragins; David H. Thom; Michael Schembri; Jeanette S. Brown,medicine; reproducibility; urology; urinary incontinence,2011,Journal,International Urogynecology Journal,10.1007/s00192-011-1503-3,Urinary incontinence self-report questions: reproducibility and agreement with bladder diary
Thaís Dresch Eberhardt; Luis Felipe Dias Lopes; Marciane Kessler; Rhea Silvia de Avila Soares; Suzinara Beatriz Soares de Lima,software; software verification; surgery; software deployment; dissemination; medicine; biological engineering; data collection; reproducibility,2015,Journal,Online Brazilian Journal of Nursing,10.17665/1676-4285.20155183,Measurement of venous ulcers by means of software: assessment of test reproducibility
Sergey Fomel,systems engineering; reproducibility; software; computer applications; computer science; software development; world wide web; maintenance engineering; computational science; public domain software,2015,Journal,Computing in Science and Engineering,10.1109/MCSE.2014.94,Reproducible Research as a Community Effort: Lessons from the Madagascar Project
Anders Ivarsen; Sashia Bak-Nielsen; Jesper Hjortdal; Iben Bach Pedersen,reproducibility; repeatability; analytical chemistry; optics; scheimpflug principle; medicine; pathology,2015,Journal,Cornea,10.1097/ICO.0000000000000293,"Repeatability, reproducibility, and age dependency of dynamic Scheimpflug-based pneumotonometer and its correlation with a dynamic bidirectional pneumotonometry device."
Suksri Chotikavanich; Chareenun Chirapapaisan; Sabong Srivannaboon; Sirilux Kasemson; Wasin Po-ngam,repeatability; optics; corneal topography; reproducibility; medicine,2012,Journal,Journal of Refractive Surgery,10.3928/1081597X-20111122-03,"Precision analysis of posterior corneal topography measured by Visante Omni: repeatability, reproducibility, and agreement with Orbscan II."
Lorenzo Ciani; Bianca Sereni; Andrea Zanobini; Marcantonio Catelani,statistics; repeatability; gauge; metrology; measurement uncertainty; statistical process control; reproducibility; anova gauge r r; engineering; analysis of variance,2016,Journal,Measurement,10.1016/j.measurement.2016.02.041,Repeatability and Reproducibility techniques for the analysis of measurement systems
Beatriz Tarazona; Jose Luis Gandia; Rosa Cibrián; Yanira Hernandez; Vanessa Paredes; Natalia Zamora,computed tomography; reproducibility; medicine; radiology,2015,Journal,Oral Radiology,10.1007/s11282-015-0204-x,"Comparative study of reproducibility and accuracy in measuring mesiodistal tooth sizes using three different methods: 2D digital, 3D CBCT, and 3D CBCT segmented"
Esther Oliva; Robert A. Soslow; Gilks Cb,medicine; pathology; carcinoma; reproducibility,2013,Journal,The American Journal of Surgical Pathology,10.1097/PAS.0b013e31827f576a,Poor interobserver reproducibility in the diagnosis of high-grade endometrial carcinoma.
Anna Bánáti; Péter Kacsuk; Miklos Kozlovszky,software portability; workflow management system; workflow engine; reproducibility; cloud computing; workflow technology; computer science; workflow; data mining,2015,Conference,NA,10.1109/MIPRO.2015.7160272,Four level provenance support to achieve portable reproducibility of scientific workflows
Michał Wieczorowski; R. Majchrowski; A. Cellary,honing; surface finish; grinding; surface roughness; reproducibility; engineering; profilometer; credibility; engineering drawing; surface metrology,2010,Journal,Wear,10.1016/j.wear.2010.05.003,The analysis of credibility and reproducibility of surface roughness measurement results
Walter H. Backes; Joachim E. Wildberger; Robert J. van Oostenbrugge; Paul Hofman; Roald S. Schnerr; Kamil Uludag; Jacobus F.A. Jansen,diabetes mellitus; radiology; nuclear medicine; biology; reproducibility,2017,Journal,Frontiers in Physiology,10.3389/fphys.2017.00961,"Pulsatility of Lenticulostriate Arteries Assessed by 7 Tesla Flow MRI: Measurement, Reproducibility, and Applicability to Aging Effect"
Judy E. Anderson; Jeff Leiter; Jason Peeler,surgery; medicine; reproducibility; radiology,2010,Journal,Current Orthopaedic Practice,10.1097/BCO.0b013e3181b9cf76,Reproducibility of a simplified Q-angle measurement technique
Dror G. Feitelson,repeatability; computer science; information retrieval; real time computing; reproducibility; scientific method,2015,Journal,Operating Systems Review,10.1145/2723872.2723875,From Repeatability to Reproducibility and Corroboration
Kris De Coninck; Philip Van Donink; Tony Hough; Xavier Hutsebaut; Bruno Saoul; Xavier Dubois; Luc Joannes; Renaud Ligot,wavefront; analytical chemistry; optics; repeatability; standard deviation; engineering; phase; cylinder; lens; reproducibility; schlieren,2010,Journal,Contact Lens and Anterior Eye,10.1016/j.clae.2009.11.001,The reproducibility of a new power mapping instrument based on the phase shifting schlieren method for the measurement of spherical and toric contact lenses
Marja-Leena Linne; Tiina Manninen; Riikka Havela,computational model; in vivo; computer science; comparability; artificial intelligence; astrocyte; computational neuroscience; machine learning; reproducibility,2017,Journal,Frontiers in Neuroinformatics,10.3389/fninf.2017.00011,Reproducibility and Comparability of Computational Models for Astrocyte Calcium Excitability
Mao Xing Yuan; Zhao Lin Han,control engineering; reproducibility; observational error; engineering; phenomenon,2012,Journal,Applied Mechanics and Materials,10.4028/www.scientific.net/AMM.170-173.2908,Research on the Principle of Coaxiality Measurement
Carlo Martinoli; Carlo Emanuele Neumaier; Daniele Pace; Massimo Calabrese; Alberto Tagliafico; Gabriella Baio; Matteo Puntoni,medical physics; medicine; diffusion mri; radiology; tractography; pathology; fractional anisotropy; reproducibility; brachial plexus,2011,Journal,European Radiology,10.1007/s00330-011-2100-z,Brachial plexus MR imaging: accuracy and reproducibility of DTI-derived measurements and fibre tractography at 3.0-T.
Juan Antonio Aguilar-Garib,nuclear magnetic resonance; reproducibility; physics,2015,Journal,Journal of Microwave Power and Electromagnetic Energy,10.1080/08327823.2015.11689896,Editor’s Message: Reproducibility & Controlled Conditions
Woong-Chul Kim; Ji-Hwan Kim; Chong-Myeong Kim; II-Do Jeong; Jin-Young Park,reproducibility; dentistry; medicine; molar; workflow; ceramic,2017,Journal,The Journal of Advanced Prosthodontics,10.4047/jap.2017.9.4.252,Ceramic molar crown reproducibility by digital workflow manufacturing: An in vitro study
John F. Thompson; Lauren E. Haydu; Richard A. Scolyer; Rooshdiya Z. Karim; Maarten G. Niebling,medicine; reproducibility; cohort; melanoma; pathology,2013,Journal,Annals of Surgical Oncology,10.1245/s10434-013-3092-5,"Reproducibility of AJCC staging parameters in primary cutaneous melanoma: an analysis of 4,924 cases."
Mehmet Balcı; Emre Güler; Zeynel Arslanyılmaz; Ramazan Yağcı; İbrahim F. Hepşen; Mesut Akyol,medicine; keratoconus; scheimpflug principle; elevation; repeatability; optics; reproducibility,2014,Journal,Contact Lens and Anterior Eye,10.1016/j.clae.2014.04.004,Repeatability and reproducibility of Galilei measurements in normal keratoconic and postrefractive corneas.
André Luiz Félix Rodacki; Jerusa P.R. Lara; Karini Borges dos Santos,reproducibility; psychology; artificial intelligence; physical therapy; front crawl; repeatability; computer vision,2017,Journal,Human Movement,10.1515/humo-2017-0020,Reproducibility and Repeatability of Intracyclic Velocity Variation in Front Crawl Swimming from Manual and Semi-Automatic Measurement
John P. A. Ioannidis; Francesco Vallania; Purvesh Khatri; Timothy E. Sweeney; Winston Haynes,meta analysis; reproducibility; bioinformatics; cohort; biology; statistics; multivariate statistics; false positive rate; gene expression; genetics; sample size determination,2017,Journal,Nucleic Acids Research,10.1093/nar/gkw797,Methods to increase reproducibility in differential gene expression via meta-analysis
Yoshihiro Kai; Kazuya Madokoro; Shin Murata; Takehiko Ihara; Kazuto Takei,analytical chemistry; bridging; materials science; reproducibility,2012,Journal,NA,10.9759/hppt.2.97,Reproducibility and validity of a bridging force measurement method using a scale
Roland Clarke; Nick Ridler; Chong Li,electronic engineering; wafer; calibration; repeatability; extremely high frequency; dispersion; engineering; reproducibility,2017,Conference,NA,10.1109/ARFTG.2017.8255866,An intra-laboratory investigation of on-wafer measurement reproducibility at millimeter-wave frequencies
Xiaofei Diao; Jiubin Tan; Hongxing Yang; Pengfei Wang; Pengcheng Hu,interferometry; optical cavity; optical instrument; laser doppler vibrometer; laser power scaling; optics; laser; physics; reproducibility,2013,Journal,Applied Optics,10.1364/AO.52.000456,Frequency stabilization of an internal mirror He-Ne laser with a high frequency reproducibility.
Masato Tomita; Makoto Osaki; Yusaku Isobe; Ko Chiba; Akihiko Yonekura; Narihiro Okazaki; Ayako Kurogi,radiology; bone mineral; cortical bone; medicine; reproducibility; porosity; quantitative computed tomography; coefficient of variation,2017,Journal,Journal of Clinical Densitometry,10.1016/j.jocd.2017.01.006,Precision of Second-Generation High-Resolution Peripheral Quantitative Computed Tomography: Intra- and Intertester Reproducibilities and Factors Involved in the Reproducibility of Cortical Porosity
Alex P. Lange; Josef Guber; Frank Bochmann; Ivo Guber; Lucas M. Bachmann; Michael A. Thiel,retinal; medicine; optics; reproducibility,2011,Journal,Graefes Archive for Clinical and Experimental Ophthalmology,10.1007/s00417-011-1704-y,Reproducibility of straylight measurement by C-Quant for assessment of retinal straylight using the compensation comparison method
David Ricketts; O. Ziomek; Helge M. Schipper; Richard Stoll; Monika Heinzel-Gutenbrunner; Klaus Pieper; Anahita Jablonski-Momeni; K. Weber,medicine; reproducibility; orthodontics,2010,Journal,Caries Research,10.1159/000314674,Effect of Different Time Intervals between Examinations on the Reproducibility of ICDAS-II for Occlusal Caries
William J. Baumgardner; Zewei Quan; Jiye Fang; Tobias Hanrath,quantum dot; science technology and society; materials science; nanotechnology; reproducibility,2012,Journal,Nanoscale,10.1039/c2nr31054f,Timing matters: the underappreciated role of temperature ramp rate for shape control and reproducibility of quantum dot synthesis
Jay H. Heaney,reproducibility; duty; physical therapy; medicine,2016,Journal,Medicine and Science in Sports and Exercise,10.1249/01.mss.0000486683.04177.43,"Reproducibility of a Heat Tolerance Test: Evaluating Return to Duty Status in Heat Injured Warfighters: 2010 Board #162 June 2, 2: 00 PM - 3: 30 PM."
Robin Li; Pat Levitt; Oleg V. Evgrafov; James A. Knowles; Gary P. Schroth; Shujun Luo; Shenfeng Qiu; Kai Wang,mistake; paragraph; reproducibility; small number; citation; rna seq; computer science; sentence; bioinformatics,2013,Journal,Frontiers in Genetics,10.3389/fgene.2013.00023,Erratum: Single-neuron RNA-Seq: technical feasibility and reproducibility.
Farshid Guilak,reproducibility; geometric shape; biomechanics; matlab; multimedia; data sharing; virtual microscope; computer science,2017,Journal,Journal of Biomechanics,10.1016/j.jbiomech.2017.01.044,New tools for Content Innovation and data sharing: Enhancing reproducibility and rigor in biomechanics research
Luca Saba; María Aubá; Alessandra Piras; F. Sedda; S. Guerriero; C. Peddes; Silvia Ajossa; Begoña Olartecoechea; Juan Luis Alcázar,pathology; medicine; ranging; reproducibility; adnexal mass; ultrasound,2013,Journal,European Journal of Obstetrics & Gynecology and Reproductive Biology,10.1016/j.ejogrb.2013.08.031,Assessing the reproducibility of the IOTA simple ultrasound rules for classifying adnexal masses as benign or malignant using stored 3D volumes
Leopoldo Soto; Ariel Tarifeño-Saldivia,plasma diagnostics; neutron source; atomic physics; reproducibility; neutron; neutron detection; detector; physics; neutron emission; dense plasma focus,2012,Journal,Physics of Plasmas,10.1063/1.4747444,Statistical characterization of the reproducibility of neutron emission of small plasma focus devices
P.S.N. Van Rossum; G.J. Meijer; M. van Vulpen; C.A.T. Van den Berg; A.L.H.M.W. Van Lier; M.E.P. Philippens; J J W Lagendijk; I.M. Lips,radiology; nuclear medicine; voxel; diffusion mri; repeatability; reproducibility; physics; standard deviation,2014,Journal,Medical Physics,10.1118/1.4889293,TU-C-12A-03: Functional MRI of Esophageal Cancer: Repeatability and Inter-Observer Reproducibility of Geometrically Corrected ADC Maps
Jingpei Liu; Dong Sun; Peng Liu; Jie Cheng; Tingzheng Qin; Zikun Ma,medicine; reproducibility; orthopedic surgery; surgery; physical therapy,2017,Journal,European Spine Journal,10.1007/s00586-016-4842-4,Reliability and reproducibility analysis of the AOSpine thoracolumbar spine injury classification system by Chinese spinal surgeons.
Randeep Guleria; Vijay Hadda; Gopi C Khilnani; Ashesh Dhungana,materials science; ultrasonography; reproducibility; radiology; diaphragm; mechanical ventilation,2017,Journal,World journal of critical care medicine,10.5492/wjccm.v6.i4.185,Reproducibility of diaphragm thickness measurements by ultrasonography in patients on mechanical ventilation
Timothy L. Lash,reproducibility; applied psychology; statistical hypothesis testing; medicine; diabetes mellitus,2017,Journal,American Journal of Epidemiology,10.1093/aje/kwx260,Lash Responds to “Is Reproducibility Thwarted by Hypothesis Testing?” and “The Need for Cognitive Science in Methodology”
Benedikt Löwe; Bernhard Fisseni; Aadil Kurji,computer science; morphology; annotation; natural language processing; reproducibility; artificial intelligence,2014,Journal,Literary and Linguistic Computing,10.1093/llc/fqu050,Annotating with Propp’s Morphology of the Folktale: reproducibility and trainability
Dennis J. Dlugos; Rong Guo; Ana M. Gutierrez-Colina; Robert R. Clancy; Nicholas S. Abend; Huaqing Zhao; Eric D. Marsh,limiting; medicine; intensive care medicine; reproducibility; family therapy; electroencephalography,2011,Journal,Journal of Clinical Neurophysiology,10.1097/WNP.0b013e3182051123,Interobserver reproducibility of electroencephalogram interpretation in critically ill children.
Carlos Maltzahn; Robert Ricci; Sina Hamedian; Andrea C. Arpaci-Dusseau; Ivo Jimenez; Jay F. Lofstead; Kathryn Mohror; Remzi H. Arpaci-Dusseau,software engineering; devops; software; computer science; reproducibility,2017,Conference,NA,10.1109/INFCOMW.2017.8116506,Demo abstract: PopperCI: Automated reproducibility validation
Adam W. Anderson; Bennett A. Landman; Vishwesh Nath; Kurt G. Schilling; Zhaohua Ding; Justin A. Blaber,fiber; anisotropy; voxel; diffusion mri; reproducibility; optics; physics,2017,Conference,Proceedings of SPIE,10.1117/12.2254736,Comparison of multi-fiber reproducibility of PAS-MRI and Q-ball with empirical multiple b-value HARDI
Raul Martin; Victoria de Juan; Guadalupe Rodriguez; Itziar Fernández; Maria Izquierdo,geography; optics; coefficient of variation; statistics; corneal pachymetry; reproducibility; intraclass correlation; repeatability,2012,Journal,NA,10.4081/optometry.2012.e1,Repeatability and reproducibility of Orbscan II
Valerio Podio; Edoardo Trevisiol; M. Iudicello; G. M. Delgado Yabar; Francesca Dazzara; T. Angusti; Andrea Skanjeti,medicine; pathology; receiver operating characteristic; reproducibility; radiology,2014,Journal,Journal of Neuroimaging,10.1111/jon.12008,Assessing the Accuracy and Reproducibility of Computer-Assisted Analysis of 123I-FP-CIT SPECT Using BasGan (V2)
Haisi Chen; Yuanguang Li; Hao Chen; Ye Yu; Weicong Lu; Giacomo Savini; Qinmei Wang; Fangjun Bao; Jinhai Huang,scheimpflug principle; repeatability; optometry; coefficient of variation; medicine; standard deviation; intraclass correlation; reproducibility; statistics,2015,Journal,PLOS ONE,10.1371/journal.pone.0109414,Precision and agreement of corneal power measurements obtained using a new corneal topographer OphthaTOP.
Emmanuelle Kesse-Guyot; Serge Hercberg; Mathilde Touvier; Pilar Galan; Katia Castetbon,pearson product moment correlation coefficient; food frequency questionnaire; food group; diabetes mellitus; medicine; statistics; intraclass correlation; spearman s rank correlation coefficient; reproducibility; correlation coefficient; food science; relative validity,2010,Journal,Annals of Nutrition and Metabolism,10.1159/000321680,Relative validity and reproducibility of a food frequency questionnaire designed for French adults.
Kyung-Woo Park; Seung-Min Kim; S.W. Ahn; Kyung-Goo Lee; J.E. Kim; Su-Youn Kim; Jung-Joon Sung; Yoon Ho Hong,motor unit; reproducibility; indexation; psychology; anesthesia,2010,Journal,Clinical Neurophysiology,10.1016/S1388-2457(10)60580-9,P7-4 Reproducibility of the motor unit number index (MUNIX) in normal and ALS subjects
Gilbert Chin,psychology; reproducibility; dialog box; cognitive science,2016,Journal,Science,10.1126/science.354.6315.1017-a,Continuing the dialog via experiment
Ronald A. Schachar,internal medicine; biology; optometry; accommodation; reproducibility; endocrinology; anatomy,2013,Journal,Experimental Eye Research,10.1016/j.exer.2013.06.022,"Comment on ""long-term reproducibility of Edinger-Westphal stimulated accommodation in rhesus monkeys"" by He et al. (Exp. Eye Res. XXX (2013) XX-XX)."
